Company Code,EmployeeID,SSN,First Name,Middle Initial,Last Name,Pay Frequency,Employment Type Code,Employee Status Code,Start Date,End Date,Employee Category,Notes,Add Name,Add Date
202,1029,466-36-5088,William,C,Garcia,M,01,T,2023-12-05,2025-03-21,Staff,Scenario: COBRA,System_Admin,2025-01-01
202,1030,854-52-7745,Robert,C,Williams,M,01,T,2015-04-12,2025-05-31,Staff,Scenario: COBRA,System_Admin,2025-01-01
202,1031,936-68-6728,Richard,B,Smith,M,01,T,2017-06-30,2025-06-11,Staff,Scenario: COBRA,System_Admin,2025-01-01
202,1032,891-45-6753,Richard,C,Garcia,M,01,A,2015-10-12,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1033,139-23-8119,Jennifer,B,Martinez,B,02,A,2017-12-23,,Staff,Scenario: Part_Time,System_Admin,2025-01-01
202,1034,825-65-1027,Richard,C,Martinez,M,01,A,2015-07-01,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1035,227-48-9308,David,B,Martinez,M,01,A,2024-07-05,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1036,793-32-5930,Michael,B,Miller,M,01,A,2019-04-02,,Staff,Scenario: Waived,System_Admin,2025-01-01
202,1037,552-66-4501,Karen,C,Martinez,M,01,A,2020-03-19,,Staff,Scenario: Waived,System_Admin,2025-01-01
202,1038,925-35-3414,Patricia,A,Brown,M,01,A,2017-07-09,,Staff,Scenario: Waived,System_Admin,2025-01-01
202,1039,493-73-7547,Susan,A,Martinez,M,01,A,2022-10-23,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1040,355-25-8478,Robert,A,Rodriguez,M,01,A,2025-06-23,,Staff,Scenario: New_Hire,System_Admin,2025-06-23
202,1041,560-43-5050,Sarah,C,Davis,M,01,T,2023-05-05,2025-10-30,Staff,Scenario: COBRA,System_Admin,2025-01-01
202,1042,427-79-2320,Patricia,A,Jones,M,01,A,2018-10-07,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1043,525-17-4388,Richard,B,Miller,M,01,A,2020-03-23,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1044,973-63-9818,Mary,C,Garcia,M,01,A,2019-05-17,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1045,784-96-7624,Susan,C,Davis,M,01,A,2018-10-08,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1046,758-64-3223,Richard,B,Martinez,M,01,T,2015-04-22,2025-04-12,Staff,Scenario: Terminated,System_Admin,2025-01-01
202,1047,488-45-7906,Joseph,B,Garcia,M,01,A,2024-11-12,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1048,767-15-1508,David,A,Brown,M,01,A,2023-10-05,,Staff,Scenario: Waived,System_Admin,2025-01-01
202,1049,816-42-7043,Patricia,A,Martinez,B,02,A,2020-03-19,,Staff,Scenario: Part_Time,System_Admin,2025-01-01
202,1050,793-58-7498,Charles,C,Smith,B,02,A,2021-06-16,,Staff,Scenario: Part_Time,System_Admin,2025-01-01
202,1051,777-57-2129,Charles,C,Smith,M,01,A,2019-10-21,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1052,824-29-8135,Richard,A,Garcia,M,01,T,2024-04-17,2025-10-22,Staff,Scenario: Terminated,System_Admin,2025-01-01
202,1053,374-51-5022,Jessica,A,Miller,B,02,A,2021-08-23,,Staff,Scenario: Variable,System_Admin,2025-01-01
202,1054,286-72-4475,Barbara,B,Smith,M,01,A,2025-04-25,,Staff,Scenario: New_Hire,System_Admin,2025-04-25
202,1055,187-40-7658,Sarah,B,Smith,M,01,A,2025-03-21,,Staff,Scenario: New_Hire,System_Admin,2025-03-21
202,1056,349-49-7046,John,B,Jones,M,01,A,2022-10-04,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1057,336-25-4155,Barbara,B,Davis,M,01,A,2017-10-26,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1058,711-46-2647,Elizabeth,A,Martinez,B,02,A,2020-11-18,,Staff,Scenario: Part_Time,System_Admin,2025-01-01
202,1059,666-47-3068,Thomas,C,Williams,M,01,A,2015-08-12,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1060,152-42-8827,Jessica,A,Davis,M,01,A,2025-03-20,,Staff,Scenario: New_Hire,System_Admin,2025-03-20
202,1061,187-41-2940,Robert,C,Williams,B,02,A,2018-05-29,,Staff,Scenario: Variable,System_Admin,2025-01-01
202,1062,682-89-1986,Jessica,C,Jones,M,01,T,2019-10-23,2025-08-04,Staff,Scenario: COBRA,System_Admin,2025-01-01
202,1063,260-10-7693,Robert,B,Brown,M,01,A,2015-11-04,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1064,172-97-4824,William,B,Jones,M,01,A,2020-02-03,,Staff,Scenario: Waived,System_Admin,2025-01-01
202,1065,161-31-6039,Robert,C,Jones,B,02,A,2015-10-20,,Staff,Scenario: Variable,System_Admin,2025-01-01
202,1066,652-73-8172,Elizabeth,A,Miller,B,02,A,2020-08-11,,Staff,Scenario: Part_Time,System_Admin,2025-01-01
202,1067,956-83-1339,Mary,C,Johnson,M,01,A,2022-07-24,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1068,750-72-2494,Elizabeth,B,Williams,B,02,A,2019-11-21,,Staff,Scenario: Part_Time,System_Admin,2025-01-01
202,1069,395-94-7561,Robert,C,Garcia,M,01,A,2025-06-07,,Staff,Scenario: New_Hire,System_Admin,2025-06-07
202,1070,773-79-8569,Patricia,B,Miller,M,01,T,2024-04-01,2025-03-01,Staff,Scenario: COBRA,System_Admin,2025-01-01
202,1071,394-66-8941,Mary,A,Brown,M,01,A,2016-06-20,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1072,216-69-2924,Thomas,C,Miller,M,01,A,2024-06-08,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1073,567-80-3369,Susan,B,Davis,B,02,A,2017-09-25,,Staff,Scenario: Part_Time,System_Admin,2025-01-01
202,1074,389-48-9022,Barbara,A,Rodriguez,M,01,A,2015-01-11,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1075,685-59-4826,Jessica,B,Garcia,M,01,T,2022-10-27,2025-07-01,Staff,Scenario: COBRA,System_Admin,2025-01-01
202,1076,439-22-8213,Joseph,A,Smith,M,01,A,2021-08-14,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1077,446-89-7512,John,C,Davis,B,02,A,2017-12-21,,Staff,Scenario: Variable,System_Admin,2025-01-01
202,1078,332-21-8110,Sarah,A,Smith,M,01,T,2017-08-19,2025-07-26,Staff,Scenario: Terminated,System_Admin,2025-01-01
202,1079,400-55-7141,Mary,B,Smith,M,01,A,2015-08-18,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1080,491-89-4945,Robert,B,Williams,M,01,A,2024-10-06,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1081,576-46-9955,Jessica,A,Jones,M,01,A,2024-01-09,,Staff,Scenario: Waived,System_Admin,2025-01-01
202,1082,493-71-2747,Elizabeth,A,Davis,B,02,A,2017-03-26,,Staff,Scenario: Variable,System_Admin,2025-01-01
202,1083,985-97-1803,Mary,C,Miller,M,01,A,2021-05-07,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1084,743-22-1645,Linda,B,Brown,M,01,T,2022-08-08,2025-05-10,Staff,Scenario: Terminated,System_Admin,2025-01-01
202,1085,279-35-3165,John,C,Jones,M,01,A,2019-08-29,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1086,177-28-4696,Elizabeth,C,Garcia,B,02,A,2020-04-02,,Staff,Scenario: Variable,System_Admin,2025-01-01
202,1087,565-57-5295,Richard,C,Smith,M,01,A,2016-05-21,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1088,724-38-2035,Joseph,C,Smith,M,01,T,2021-04-18,2025-08-15,Staff,Scenario: Terminated,System_Admin,2025-01-01
202,1089,218-22-4846,James,C,Smith,M,01,A,2020-07-10,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1090,953-72-7686,Karen,B,Williams,M,01,T,2022-05-06,2025-04-20,Staff,Scenario: COBRA,System_Admin,2025-01-01
202,1091,476-79-6876,Linda,A,Garcia,M,01,A,2022-09-09,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1092,905-52-4990,Michael,A,Martinez,B,02,A,2015-07-27,,Staff,Scenario: Part_Time,System_Admin,2025-01-01
202,1093,436-28-1046,Charles,B,Brown,B,02,A,2017-08-12,,Staff,Scenario: Variable,System_Admin,2025-01-01
202,1094,908-40-6304,John,A,Smith,M,01,A,2019-01-07,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1095,625-85-2786,John,B,Davis,M,01,A,2025-05-04,,Staff,Scenario: New_Hire,System_Admin,2025-05-04
202,1096,511-64-2768,Mary,B,Smith,B,02,A,2024-07-02,,Staff,Scenario: Part_Time,System_Admin,2025-01-01
202,1097,699-80-6327,John,B,Williams,M,01,A,2022-02-06,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1098,540-67-4743,Patricia,B,Johnson,M,01,T,2022-04-20,2025-06-19,Staff,Scenario: COBRA,System_Admin,2025-01-01
202,1099,256-97-8770,Susan,A,Garcia,M,01,A,2019-03-14,,Staff,Scenario: Waived,System_Admin,2025-01-01
202,1100,675-52-3002,Jennifer,B,Rodriguez,M,01,A,2021-04-19,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1101,772-71-4674,Barbara,A,Johnson,M,01,T,2017-05-21,2025-05-19,Staff,Scenario: Terminated,System_Admin,2025-01-01
202,1102,736-88-1430,Richard,C,Rodriguez,B,02,A,2024-03-06,,Staff,Scenario: Part_Time,System_Admin,2025-01-01
202,1103,990-28-7566,Elizabeth,A,Garcia,M,01,A,2017-01-13,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1104,478-49-6314,Richard,C,Miller,M,01,A,2025-03-13,,Staff,Scenario: New_Hire,System_Admin,2025-03-13
202,1105,597-87-8242,John,B,Jones,M,01,A,2025-05-20,,Staff,Scenario: New_Hire,System_Admin,2025-05-20
202,1106,415-15-4612,William,B,Martinez,M,01,A,2025-07-21,,Staff,Scenario: New_Hire,System_Admin,2025-07-21
202,1107,107-73-8055,Robert,A,Jones,M,01,A,2016-05-06,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1108,119-68-2275,Patricia,B,Miller,M,01,T,2015-06-23,2025-10-10,Staff,Scenario: COBRA,System_Admin,2025-01-01
202,1109,920-89-8538,Richard,C,Smith,B,02,A,2016-12-04,,Staff,Scenario: Part_Time,System_Admin,2025-01-01
202,1110,991-49-6562,Karen,A,Miller,M,01,A,2025-05-13,,Staff,Scenario: New_Hire,System_Admin,2025-05-13
202,1111,457-54-3419,Thomas,A,Rodriguez,M,01,A,2023-09-15,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1112,605-69-8354,John,C,Williams,B,02,A,2022-01-16,,Staff,Scenario: Part_Time,System_Admin,2025-01-01
202,1113,915-45-1920,Patricia,B,Davis,M,01,A,2025-04-19,,Staff,Scenario: New_Hire,System_Admin,2025-04-19
202,1114,760-21-9307,James,B,Garcia,B,02,A,2015-11-11,,Staff,Scenario: Variable,System_Admin,2025-01-01
202,1115,163-67-2695,David,B,Martinez,M,01,A,2025-03-11,,Staff,Scenario: New_Hire,System_Admin,2025-03-11
202,1116,472-57-5634,Jessica,B,Rodriguez,M,01,A,2025-03-13,,Staff,Scenario: New_Hire,System_Admin,2025-03-13
202,1117,358-94-3463,Patricia,B,Rodriguez,M,01,A,2018-03-09,,Staff,Scenario: Waived,System_Admin,2025-01-01
202,1118,417-81-7171,Jennifer,C,Martinez,M,01,A,2015-12-14,,Staff,Scenario: Waived,System_Admin,2025-01-01
202,1119,284-37-6598,Sarah,B,Garcia,M,01,A,2018-06-19,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1120,856-77-1618,Patricia,C,Rodriguez,B,02,A,2024-05-13,,Staff,Scenario: Variable,System_Admin,2025-01-01
202,1121,739-31-8170,Robert,A,Williams,B,02,A,2023-08-25,,Staff,Scenario: Variable,System_Admin,2025-01-01
202,1122,928-70-4178,Jessica,B,Brown,M,01,A,2025-04-21,,Staff,Scenario: New_Hire,System_Admin,2025-04-21
202,1123,936-35-3267,Sarah,B,Rodriguez,M,01,A,2025-03-14,,Staff,Scenario: New_Hire,System_Admin,2025-03-14
202,1124,264-44-8361,Thomas,C,Johnson,M,01,A,2023-07-23,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1125,482-40-7326,Mary,A,Miller,M,01,A,2020-08-18,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1126,583-99-3273,Jennifer,C,Williams,M,01,A,2024-04-21,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1127,723-77-7934,Linda,A,Williams,M,01,A,2025-08-06,,Staff,Scenario: New_Hire,System_Admin,2025-08-06
202,1128,164-24-9189,Michael,C,Miller,M,01,T,2021-12-26,2025-10-21,Staff,Scenario: Terminated,System_Admin,2025-01-01
202,1129,526-33-2402,Mary,C,Martinez,M,01,A,2021-05-26,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1130,465-18-6649,Richard,A,Garcia,M,01,A,2015-03-08,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1131,758-32-8612,James,C,Garcia,M,01,A,2025-08-28,,Staff,Scenario: New_Hire,System_Admin,2025-08-28
202,1132,304-15-6170,Mary,B,Jones,M,01,A,2023-11-15,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1133,379-25-7029,William,B,Garcia,M,01,T,2015-07-15,2025-08-17,Staff,Scenario: COBRA,System_Admin,2025-01-01
202,1134,631-44-2353,Joseph,C,Davis,M,01,A,2023-12-10,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1135,402-49-8305,Barbara,C,Johnson,M,01,A,2022-05-31,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1136,754-17-2229,Mary,C,Garcia,M,01,T,2019-11-17,2025-07-19,Staff,Scenario: Terminated,System_Admin,2025-01-01
202,1137,900-66-1570,James,A,Williams,B,02,A,2022-08-09,,Staff,Scenario: Variable,System_Admin,2025-01-01
202,1138,480-66-2259,Charles,C,Williams,M,01,A,2019-02-28,,Staff,Scenario: Waived,System_Admin,2025-01-01
202,1139,611-76-7340,Linda,C,Johnson,M,01,A,2017-02-01,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1140,175-67-3828,Jessica,C,Brown,M,01,A,2024-07-25,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1141,753-32-6922,Elizabeth,C,Williams,M,01,A,2022-11-08,,Staff,Scenario: Waived,System_Admin,2025-01-01
202,1142,922-80-3126,Mary,C,Garcia,M,01,T,2019-02-20,2025-10-26,Staff,Scenario: Terminated,System_Admin,2025-01-01
202,1143,757-19-8372,Susan,B,Martinez,M,01,A,2018-07-22,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1144,156-25-9488,Robert,A,Miller,M,01,A,2025-09-11,,Staff,Scenario: New_Hire,System_Admin,2025-09-11
202,1145,301-91-5496,Sarah,A,Jones,B,02,A,2017-10-23,,Staff,Scenario: Variable,System_Admin,2025-01-01
202,1146,739-87-6531,Charles,C,Martinez,M,01,A,2022-05-22,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1147,131-73-9938,Linda,B,Martinez,M,01,A,2025-07-14,,Staff,Scenario: New_Hire,System_Admin,2025-07-14
202,1148,261-66-7809,Elizabeth,B,Davis,M,01,A,2015-09-03,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1149,878-57-9437,Barbara,C,Garcia,B,02,A,2016-06-19,,Staff,Scenario: Part_Time,System_Admin,2025-01-01
202,1150,397-59-7850,Jessica,A,Brown,M,01,A,2015-07-27,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1151,610-49-9148,Robert,A,Davis,B,02,A,2020-03-27,,Staff,Scenario: Part_Time,System_Admin,2025-01-01
202,1152,963-93-8710,Mary,B,Smith,M,01,A,2021-09-13,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1153,152-82-4189,Barbara,B,Miller,M,01,A,2019-06-29,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1154,796-88-2946,Sarah,A,Jones,B,02,A,2021-12-27,,Staff,Scenario: Variable,System_Admin,2025-01-01
202,1155,141-15-1637,Jennifer,A,Brown,M,01,T,2019-07-03,2025-11-12,Staff,Scenario: Terminated,System_Admin,2025-01-01
202,1156,426-30-7438,Charles,C,Rodriguez,M,01,A,2021-11-16,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1157,477-52-2795,Karen,B,Jones,M,01,A,2025-02-05,,Staff,Scenario: New_Hire,System_Admin,2025-02-05
202,1158,697-71-3793,Karen,C,Martinez,M,01,A,2015-07-30,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1159,295-12-8225,James,B,Martinez,B,02,A,2016-03-26,,Staff,Scenario: Part_Time,System_Admin,2025-01-01
202,1160,432-94-8837,Mary,C,Williams,M,01,A,2025-06-24,,Staff,Scenario: New_Hire,System_Admin,2025-06-24
202,1161,838-97-5331,Sarah,C,Garcia,M,01,A,2024-09-23,,Staff,Scenario: Waived,System_Admin,2025-01-01
202,1162,312-98-9011,Linda,B,Jones,B,02,A,2022-11-27,,Staff,Scenario: Variable,System_Admin,2025-01-01
202,1163,249-47-1689,Susan,B,Garcia,B,02,A,2024-01-09,,Staff,Scenario: Part_Time,System_Admin,2025-01-01
202,1164,377-81-5450,Jessica,A,Brown,M,01,A,2021-01-15,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1165,834-70-2647,Michael,C,Smith,M,01,A,2018-09-14,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1166,394-51-5676,Jessica,C,Davis,M,01,A,2023-06-24,,Staff,Scenario: Waived,System_Admin,2025-01-01
202,1167,956-60-9116,Richard,A,Williams,B,02,A,2015-05-29,,Staff,Scenario: Part_Time,System_Admin,2025-01-01
202,1168,656-77-9092,David,A,Jones,M,01,A,2025-07-15,,Staff,Scenario: New_Hire,System_Admin,2025-07-15
202,1169,363-33-1230,David,C,Williams,M,01,A,2022-04-09,,Staff,Scenario: Waived,System_Admin,2025-01-01
202,1170,785-22-4027,Susan,A,Rodriguez,M,01,A,2019-06-30,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1171,409-84-1187,Linda,B,Davis,B,02,A,2018-09-12,,Staff,Scenario: Variable,System_Admin,2025-01-01
202,1172,614-49-2923,Joseph,C,Jones,M,01,A,2022-09-11,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1173,482-63-9998,Jennifer,B,Davis,M,01,A,2021-10-17,,Staff,Scenario: Waived,System_Admin,2025-01-01
202,1174,179-82-2838,Thomas,A,Davis,M,01,A,2025-05-04,,Staff,Scenario: New_Hire,System_Admin,2025-05-04
202,1175,796-36-9008,Robert,A,Garcia,M,01,T,2019-12-15,2025-04-29,Staff,Scenario: COBRA,System_Admin,2025-01-01
202,1176,788-49-1356,Jessica,B,Martinez,M,01,A,2020-03-08,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1177,161-18-8734,Richard,A,Garcia,M,01,A,2021-01-25,,Staff,Scenario: Waived,System_Admin,2025-01-01
202,1178,486-58-2314,Barbara,C,Miller,M,01,A,2025-09-23,,Staff,Scenario: New_Hire,System_Admin,2025-09-23
202,1179,328-10-1372,Thomas,B,Miller,M,01,A,2025-08-06,,Staff,Scenario: New_Hire,System_Admin,2025-08-06
202,1180,293-24-1527,Michael,C,Davis,M,01,A,2018-02-03,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1181,788-16-5009,John,C,Martinez,M,01,A,2021-09-14,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1182,339-83-6224,James,C,Williams,M,01,A,2025-04-16,,Staff,Scenario: New_Hire,System_Admin,2025-04-16
202,1183,162-81-3869,Thomas,C,Brown,M,01,A,2025-04-12,,Staff,Scenario: New_Hire,System_Admin,2025-04-12
202,1184,252-48-7167,Sarah,A,Garcia,M,01,A,2019-07-31,,Staff,Scenario: Waived,System_Admin,2025-01-01
202,1185,522-63-9683,Jennifer,A,Davis,B,02,A,2021-04-22,,Staff,Scenario: Part_Time,System_Admin,2025-01-01
202,1186,949-34-1844,Joseph,B,Garcia,M,01,A,2023-02-15,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1187,115-37-4113,Joseph,C,Brown,M,01,T,2018-09-25,2025-08-03,Staff,Scenario: COBRA,System_Admin,2025-01-01
202,1188,489-69-9743,Richard,C,Brown,M,01,T,2023-09-12,2025-07-23,Staff,Scenario: Terminated,System_Admin,2025-01-01
202,1189,580-50-4328,Jessica,B,Johnson,B,02,A,2023-02-07,,Staff,Scenario: Variable,System_Admin,2025-01-01
202,1190,402-29-4214,James,B,Jones,M,01,T,2021-07-20,2025-09-30,Staff,Scenario: Terminated,System_Admin,2025-01-01
202,1191,857-72-8550,Elizabeth,A,Davis,B,02,A,2022-03-13,,Staff,Scenario: Part_Time,System_Admin,2025-01-01
202,1192,636-14-2217,Jennifer,C,Rodriguez,B,02,A,2015-08-29,,Staff,Scenario: Part_Time,System_Admin,2025-01-01
202,1193,566-57-1990,John,C,Williams,M,01,A,2020-09-02,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1194,642-45-9777,Thomas,B,Rodriguez,M,01,A,2025-02-05,,Staff,Scenario: New_Hire,System_Admin,2025-02-05
202,1195,639-42-6807,Thomas,B,Williams,M,01,A,2021-12-13,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1196,407-97-2320,Karen,C,Brown,B,02,A,2017-07-14,,Staff,Scenario: Part_Time,System_Admin,2025-01-01
202,1197,109-99-3807,Susan,A,Rodriguez,M,01,A,2025-07-14,,Staff,Scenario: New_Hire,System_Admin,2025-07-14
202,1198,680-70-5441,Michael,A,Brown,B,02,A,2022-10-06,,Staff,Scenario: Part_Time,System_Admin,2025-01-01
202,1199,701-28-7525,Robert,A,Garcia,M,01,A,2017-04-28,,Staff,Scenario: Standard_FT,System_Admin,2025-01-01
202,1200,841-20-9204,Susan,C,Williams,B,02,A,2022-09-24,,Staff,Scenario: Variable,System_Admin,2025-01-01
