Company Code,EmployeeID,Enrollment ID,DependentID,First Name,Middle Initial,Last Name,Relationship Code,Add Name,Add Date,dependent_ssn
202,1019,ENR-1019,D-1019-CH,Charles,,Johnson,CH,System_Admin,1/1/2025,537-32-3218
202,1020,ENR-1020,D-1020-SP,Jessica,,Williams,SP,System_Admin,1/1/2025,129-34-1894
202,1021,ENR-1021,D-1021-SP,Karen,,Smith,SP,System_Admin,1/1/2025,751-80-8971
202,1021,ENR-1021,D-1021-CH,Robert,,Smith,CH,System_Admin,1/1/2025,246-12-7358
202,1022,ENR-1022,D-1022-SP,Karen,,Johnson,SP,System_Admin,1/1/2025,100-94-9158
202,1024,ENR-1024,D-1024-CH,Joseph,,Davis,CH,System_Admin,1/1/2025,985-34-3174
202,1025,ENR-1025,D-1025-CH,Richard,,Williams,CH,System_Admin,8/1/2025,718-25-9715
202,1027,ENR-1027,D-1027-SP,Jessica,,Johnson,SP,System_Admin,1/1/2025,419-20-6817
202,1028,ENR-1028,D-1028-CH,David,,Smith,CH,System_Admin,1/1/2025,379-82-5373
202,1029,ENR-1029,D-1029-SP,Susan,,Garcia,SP,System_Admin,1/1/2025,188-77-3581
202,1031,ENR-1031,D-1031-CH,Charles,,Smith,CH,System_Admin,1/1/2025,481-74-1002
202,1032,ENR-1032,D-1032-CH,Thomas,,Garcia,CH,System_Admin,1/1/2025,866-40-6521
202,1034,ENR-1034,D-1034-CH,Richard,,Martinez,CH,System_Admin,1/1/2025,201-46-5111
202,1039,ENR-1039,D-1039-SP,Karen,,Martinez,SP,System_Admin,1/1/2025,774-29-9230
202,1039,ENR-1039,D-1039-CH,Richard,,Martinez,CH,System_Admin,1/1/2025,680-43-1208
202,1040,ENR-1040,D-1040-SP,Sarah,,Rodriguez,SP,System_Admin,8/1/2025,476-91-7120
202,1040,ENR-1040,D-1040-CH,James,,Rodriguez,CH,System_Admin,8/1/2025,579-14-1137
202,1042,ENR-1042,D-1042-CH,David,,Jones,CH,System_Admin,1/1/2025,397-99-1028
202,1044,ENR-1044,D-1044-SP,Barbara,,Garcia,SP,System_Admin,1/1/2025,361-96-2715
202,1044,ENR-1044,D-1044-CH,Richard,,Garcia,CH,System_Admin,1/1/2025,353-45-2313
202,1046,ENR-1046,D-1046-SP,Linda,,Martinez,SP,System_Admin,1/1/2025,749-27-6683
202,1047,ENR-1047,D-1047-CH,Joseph,,Garcia,CH,System_Admin,1/1/2025,288-86-1927
202,1051,ENR-1051,D-1051-SP,Jessica,,Smith,SP,System_Admin,1/1/2025,958-39-2573
202,1051,ENR-1051,D-1051-CH,David,,Smith,CH,System_Admin,1/1/2025,619-11-1633
202,1052,ENR-1052,D-1052-SP,Mary,,Garcia,SP,System_Admin,1/1/2025,923-89-3452
202,1053,ENR-1053,D-1053-CH,Richard,,Miller,CH,System_Admin,11/1/2025,916-27-8804
202,1054,ENR-1054,D-1054-CH,Robert,,Smith,CH,System_Admin,6/1/2025,681-84-3825
202,1055,ENR-1055,D-1055-SP,Susan,,Smith,SP,System_Admin,5/1/2025,164-25-7651
202,1055,ENR-1055,D-1055-CH,James,,Smith,CH,System_Admin,5/1/2025,897-53-5389
202,1056,ENR-1056,D-1056-CH,Joseph,,Jones,CH,System_Admin,1/1/2025,430-43-2945
202,1057,ENR-1057,D-1057-SP,Susan,,Davis,SP,System_Admin,1/1/2025,833-34-6097
202,1057,ENR-1057,D-1057-CH,James,,Davis,CH,System_Admin,1/1/2025,680-62-8095
202,1059,ENR-1059,D-1059-SP,Jessica,,Williams,SP,System_Admin,1/1/2025,378-65-8087
202,1060,ENR-1060,D-1060-SP,Karen,,Davis,SP,System_Admin,5/1/2025,263-29-1032
202,1061,ENR-1061,D-1061-SP,Patricia,,Williams,SP,System_Admin,11/1/2025,131-69-1145
202,1062,ENR-1062,D-1062-SP,Jennifer,,Jones,SP,System_Admin,1/1/2025,546-46-2845
202,1063,ENR-1063,D-1063-SP,Susan,,Brown,SP,System_Admin,1/1/2025,921-46-2140
202,1063,ENR-1063,D-1063-CH,Charles,,Brown,CH,System_Admin,1/1/2025,320-44-4285
202,1065,ENR-1065,D-1065-SP,Karen,,Jones,SP,System_Admin,11/1/2025,168-24-8214
202,1065,ENR-1065,D-1065-CH,James,,Jones,CH,System_Admin,11/1/2025,912-93-5515
202,1067,ENR-1067,D-1067-SP,Jessica,,Johnson,SP,System_Admin,1/1/2025,165-17-7854
202,1067,ENR-1067,D-1067-CH,Robert,,Johnson,CH,System_Admin,1/1/2025,660-87-4652
202,1069,ENR-1069,D-1069-SP,Sarah,,Garcia,SP,System_Admin,8/1/2025,354-98-3375
202,1069,ENR-1069,D-1069-CH,Thomas,,Garcia,CH,System_Admin,8/1/2025,517-62-2028
202,1071,ENR-1071,D-1071-SP,Sarah,,Brown,SP,System_Admin,1/1/2025,449-14-8718
202,1072,ENR-1072,D-1072-SP,Sarah,,Miller,SP,System_Admin,1/1/2025,158-38-2182
202,1072,ENR-1072,D-1072-CH,Michael,,Miller,CH,System_Admin,1/1/2025,608-34-5562
202,1074,ENR-1074,D-1074-SP,Karen,,Rodriguez,SP,System_Admin,1/1/2025,756-46-9753
202,1075,ENR-1075,D-1075-SP,Jennifer,,Garcia,SP,System_Admin,1/1/2025,556-31-9088
202,1075,ENR-1075,D-1075-CH,Charles,,Garcia,CH,System_Admin,1/1/2025,473-36-8404
202,1076,ENR-1076,D-1076-CH,Michael,,Smith,CH,System_Admin,1/1/2025,295-89-2180
202,1077,ENR-1077,D-1077-SP,Mary,,Davis,SP,System_Admin,11/1/2025,746-21-7450
202,1077,ENR-1077,D-1077-CH,William,,Davis,CH,System_Admin,11/1/2025,639-74-1905
202,1078,ENR-1078,D-1078-CH,Robert,,Smith,CH,System_Admin,1/1/2025,261-72-7647
202,1079,ENR-1079,D-1079-CH,David,,Smith,CH,System_Admin,1/1/2025,993-15-5698
202,1080,ENR-1080,D-1080-SP,Jessica,,Williams,SP,System_Admin,1/1/2025,209-91-9973
202,1080,ENR-1080,D-1080-CH,Robert,,Williams,CH,System_Admin,1/1/2025,560-64-6041
202,1084,ENR-1084,D-1084-SP,Barbara,,Brown,SP,System_Admin,1/1/2025,720-56-5420
202,1084,ENR-1084,D-1084-CH,John,,Brown,CH,System_Admin,1/1/2025,939-89-7544
202,1085,ENR-1085,D-1085-SP,Linda,,Jones,SP,System_Admin,1/1/2025,732-28-8633
202,1085,ENR-1085,D-1085-CH,Richard,,Jones,CH,System_Admin,1/1/2025,998-76-6979
202,1086,ENR-1086,D-1086-SP,Mary,,Garcia,SP,System_Admin,11/1/2025,583-83-6058
202,1086,ENR-1086,D-1086-CH,John,,Garcia,CH,System_Admin,11/1/2025,237-32-5441
202,1087,ENR-1087,D-1087-SP,Jessica,,Smith,SP,System_Admin,1/1/2025,578-48-9060
202,1087,ENR-1087,D-1087-CH,James,,Smith,CH,System_Admin,1/1/2025,328-75-6945
202,1088,ENR-1088,D-1088-CH,Robert,,Smith,CH,System_Admin,1/1/2025,511-99-8507
202,1089,ENR-1089,D-1089-SP,Jennifer,,Smith,SP,System_Admin,1/1/2025,430-24-1047
202,1091,ENR-1091,D-1091-SP,Elizabeth,,Garcia,SP,System_Admin,1/1/2025,191-45-1335
202,1093,ENR-1093,D-1093-CH,Joseph,,Brown,CH,System_Admin,11/1/2025,779-67-5629
202,1094,ENR-1094,D-1094-CH,Richard,,Smith,CH,System_Admin,1/1/2025,745-62-5130
202,1097,ENR-1097,D-1097-CH,Joseph,,Williams,CH,System_Admin,1/1/2025,295-76-1055
202,1098,ENR-1098,D-1098-CH,Robert,,Johnson,CH,System_Admin,1/1/2025,641-66-1635
202,1100,ENR-1100,D-1100-SP,Linda,,Rodriguez,SP,System_Admin,1/1/2025,724-28-3516
202,1100,ENR-1100,D-1100-CH,John,,Rodriguez,CH,System_Admin,1/1/2025,548-21-5733
202,1101,ENR-1101,D-1101-CH,John,,Johnson,CH,System_Admin,1/1/2025,548-13-9552
202,1103,ENR-1103,D-1103-SP,Mary,,Garcia,SP,System_Admin,1/1/2025,283-96-8244
202,1104,ENR-1104,D-1104-SP,Linda,,Miller,SP,System_Admin,5/1/2025,927-51-5126
202,1105,ENR-1105,D-1105-CH,Richard,,Jones,CH,System_Admin,7/1/2025,772-48-5845
202,1107,ENR-1107,D-1107-SP,Susan,,Jones,SP,System_Admin,1/1/2025,492-93-2463
202,1107,ENR-1107,D-1107-CH,John,,Jones,CH,System_Admin,1/1/2025,678-30-8928
202,1108,ENR-1108,D-1108-SP,Karen,,Miller,SP,System_Admin,1/1/2025,792-34-6474
202,1108,ENR-1108,D-1108-CH,John,,Miller,CH,System_Admin,1/1/2025,333-32-6796
202,1113,ENR-1113,D-1113-SP,Patricia,,Davis,SP,System_Admin,6/1/2025,751-70-9345
202,1113,ENR-1113,D-1113-CH,Thomas,,Davis,CH,System_Admin,6/1/2025,142-10-7631
202,1115,ENR-1115,D-1115-SP,Linda,,Martinez,SP,System_Admin,5/1/2025,428-32-7016
202,1115,ENR-1115,D-1115-CH,James,,Martinez,CH,System_Admin,5/1/2025,240-83-5440
202,1120,ENR-1120,D-1120-SP,Jennifer,,Rodriguez,SP,System_Admin,11/1/2025,972-76-4552
202,1121,ENR-1121,D-1121-SP,Sarah,,Williams,SP,System_Admin,11/1/2025,289-99-6069
202,1121,ENR-1121,D-1121-CH,David,,Williams,CH,System_Admin,11/1/2025,128-50-8827
202,1122,ENR-1122,D-1122-SP,Karen,,Brown,SP,System_Admin,6/1/2025,799-55-9475
202,1122,ENR-1122,D-1122-CH,Robert,,Brown,CH,System_Admin,6/1/2025,223-45-9125
202,1123,ENR-1123,D-1123-CH,William,,Rodriguez,CH,System_Admin,5/1/2025,566-35-5384
202,1128,ENR-1128,D-1128-SP,Susan,,Miller,SP,System_Admin,1/1/2025,732-27-3941
202,1129,ENR-1129,D-1129-CH,James,,Martinez,CH,System_Admin,1/1/2025,206-52-3141
202,1130,ENR-1130,D-1130-SP,Linda,,Garcia,SP,System_Admin,1/1/2025,519-58-6118
202,1130,ENR-1130,D-1130-CH,David,,Garcia,CH,System_Admin,1/1/2025,701-87-7579
202,1131,ENR-1131,D-1131-SP,Barbara,,Garcia,SP,System_Admin,10/1/2025,954-36-8676
202,1131,ENR-1131,D-1131-CH,William,,Garcia,CH,System_Admin,10/1/2025,947-11-2290
202,1132,ENR-1132,D-1132-SP,Patricia,,Jones,SP,System_Admin,1/1/2025,363-84-3943
202,1134,ENR-1134,D-1134-CH,Thomas,,Davis,CH,System_Admin,1/1/2025,285-94-6881
202,1135,ENR-1135,D-1135-SP,Patricia,,Johnson,SP,System_Admin,1/1/2025,439-48-2633
202,1135,ENR-1135,D-1135-CH,Joseph,,Johnson,CH,System_Admin,1/1/2025,915-79-4796
202,1136,ENR-1136,D-1136-SP,Barbara,,Garcia,SP,System_Admin,1/1/2025,170-68-3739
202,1137,ENR-1137,D-1137-CH,Robert,,Williams,CH,System_Admin,11/1/2025,384-58-4072
202,1139,ENR-1139,D-1139-SP,Mary,,Johnson,SP,System_Admin,1/1/2025,338-87-4137
202,1139,ENR-1139,D-1139-CH,Michael,,Johnson,CH,System_Admin,1/1/2025,877-64-8411
202,1140,ENR-1140,D-1140-SP,Mary,,Brown,SP,System_Admin,1/1/2025,481-57-4905
202,1143,ENR-1143,D-1143-SP,Elizabeth,,Martinez,SP,System_Admin,1/1/2025,783-99-1855
202,1143,ENR-1143,D-1143-CH,John,,Martinez,CH,System_Admin,1/1/2025,694-44-2200
202,1144,ENR-1144,D-1144-CH,Richard,,Miller,CH,System_Admin,11/1/2025,544-77-5172
202,1146,ENR-1146,D-1146-CH,Richard,,Martinez,CH,System_Admin,1/1/2025,250-54-4154
202,1148,ENR-1148,D-1148-CH,Michael,,Davis,CH,System_Admin,1/1/2025,934-76-3877
202,1152,ENR-1152,D-1152-SP,Elizabeth,,Smith,SP,System_Admin,1/1/2025,536-81-5154
202,1152,ENR-1152,D-1152-CH,John,,Smith,CH,System_Admin,1/1/2025,856-36-1254
202,1153,ENR-1153,D-1153-CH,William,,Miller,CH,System_Admin,1/1/2025,838-61-2454
202,1155,ENR-1155,D-1155-SP,Sarah,,Brown,SP,System_Admin,1/1/2025,815-64-8422
202,1155,ENR-1155,D-1155-CH,Thomas,,Brown,CH,System_Admin,1/1/2025,957-10-1183
202,1162,ENR-1162,D-1162-SP,Jessica,,Jones,SP,System_Admin,11/1/2025,598-49-2662
202,1162,ENR-1162,D-1162-CH,James,,Jones,CH,System_Admin,11/1/2025,235-17-5068
202,1164,ENR-1164,D-1164-CH,William,,Brown,CH,System_Admin,1/1/2025,482-61-6405
202,1165,ENR-1165,D-1165-SP,Sarah,,Smith,SP,System_Admin,1/1/2025,303-33-3684
202,1165,ENR-1165,D-1165-CH,Joseph,,Smith,CH,System_Admin,1/1/2025,105-97-4914
202,1168,ENR-1168,D-1168-SP,Jessica,,Jones,SP,System_Admin,9/1/2025,668-86-8811
202,1170,ENR-1170,D-1170-SP,Barbara,,Rodriguez,SP,System_Admin,1/1/2025,286-43-5711
202,1170,ENR-1170,D-1170-CH,Charles,,Rodriguez,CH,System_Admin,1/1/2025,611-33-4516
202,1171,ENR-1171,D-1171-SP,Karen,,Davis,SP,System_Admin,11/1/2025,197-82-3025
202,1172,ENR-1172,D-1172-CH,John,,Jones,CH,System_Admin,1/1/2025,835-12-7734
202,1174,ENR-1174,D-1174-CH,William,,Davis,CH,System_Admin,7/1/2025,373-66-3313
202,1176,ENR-1176,D-1176-SP,Barbara,,Martinez,SP,System_Admin,1/1/2025,990-42-1184
202,1176,ENR-1176,D-1176-CH,Robert,,Martinez,CH,System_Admin,1/1/2025,235-39-3469
202,1178,ENR-1178,D-1178-CH,Charles,,Miller,CH,System_Admin,11/1/2025,834-35-5654
202,1179,ENR-1179,D-1179-SP,Karen,,Miller,SP,System_Admin,10/1/2025,846-37-8812
202,1180,ENR-1180,D-1180-SP,Karen,,Davis,SP,System_Admin,1/1/2025,419-26-2619
202,1181,ENR-1181,D-1181-CH,Charles,,Martinez,CH,System_Admin,1/1/2025,713-75-6171
202,1182,ENR-1182,D-1182-SP,Sarah,,Williams,SP,System_Admin,6/1/2025,870-59-4353
202,1182,ENR-1182,D-1182-CH,William,,Williams,CH,System_Admin,6/1/2025,952-21-5858
202,1183,ENR-1183,D-1183-SP,Mary,,Brown,SP,System_Admin,6/1/2025,218-16-3205
202,1183,ENR-1183,D-1183-CH,John,,Brown,CH,System_Admin,6/1/2025,342-99-8430
202,1186,ENR-1186,D-1186-CH,David,,Garcia,CH,System_Admin,1/1/2025,263-33-6528
202,1188,ENR-1188,D-1188-CH,John,,Brown,CH,System_Admin,1/1/2025,955-52-4217
202,1189,ENR-1189,D-1189-SP,Barbara,,Johnson,SP,System_Admin,11/1/2025,124-42-1359
202,1189,ENR-1189,D-1189-CH,Robert,,Johnson,CH,System_Admin,11/1/2025,900-94-5724
202,1190,ENR-1190,D-1190-SP,Linda,,Jones,SP,System_Admin,1/1/2025,564-21-3852
202,1193,ENR-1193,D-1193-SP,Barbara,,Williams,SP,System_Admin,1/1/2025,875-91-3125
202,1195,ENR-1195,D-1195-SP,Jessica,,Williams,SP,System_Admin,1/1/2025,870-34-2724
202,1197,ENR-1197,D-1197-SP,Jennifer,,Rodriguez,SP,System_Admin,9/1/2025,112-81-8103
202,1197,ENR-1197,D-1197-CH,Richard,,Rodriguez,CH,System_Admin,9/1/2025,228-17-2484
202,1199,ENR-1199,D-1199-SP,Mary,,Garcia,SP,System_Admin,1/1/2025,112-43-2642
202,1200,ENR-1200,D-1200-SP,Mary,,Williams,SP,System_Admin,11/1/2025,593-80-8170
202,1200,ENR-1200,D-1200-CH,Richard,,Williams,CH,System_Admin,11/1/2025,656-15-7068
