company_code,employee_id,dependent_id,first_name,middle_name,last_name,ssn,date_of_birth,gender,relationship,is_disabled,enrollment_id,add_name,add_date,modified_by,modified_on
202,1021,DEP-1021-S,Eric,,Johnson,201-74-8334,1980-05-20,F,Spouse,N,ENR-1021-1,System_Admin,2025-01-01,,
202,1021,DEP-1021-C,Stephen,,Johnson,413-80-5969,2013-01-01,M,Child,N,ENR-1021-1,System_Admin,2025-01-01,,
202,1022,DEP-1022-C,Jennifer,,Miller,515-24-3434,2014-01-01,M,Child,N,ENR-1022-2,System_Admin,2025-01-01,,
202,1023,DEP-1023-S,Stephen,,Davis,570-16-8142,1980-05-20,F,Spouse,N,ENR-1023-2,System_Admin,2025-01-01,,
202,1025,DEP-1025-S,Lisa,,Lopez,144-32-1568,1980-05-20,F,Spouse,N,ENR-1025-2,System_Admin,2025-01-01,,
202,1027,DEP-1027-C,Stephen,,Martinez,872-43-1157,2011-01-01,M,Child,N,ENR-1027-1,System_Admin,2025-01-01,,
202,1031,DEP-1031-S,Nicholas,,Miller,586-18-9380,1980-05-20,F,Spouse,N,ENR-1031-2,System_Admin,2025-01-01,,
202,1031,DEP-1031-C,Gary,,Miller,507-51-9526,2020-01-01,M,Child,N,ENR-1031-2,System_Admin,2025-01-01,,
202,1032,DEP-1032-S,Lisa,,Wilson,702-78-8066,1980-05-20,F,Spouse,N,ENR-1032-2,System_Admin,2025-01-01,,
202,1034,DEP-1034-C,Mary,,Jackson,974-29-8207,2014-01-01,M,Child,N,ENR-1034-1,System_Admin,2025-01-01,,
202,1039,DEP-1039-S,Jennifer,,Brown,107-11-8495,1980-05-20,F,Spouse,N,ENR-1039-2,System_Admin,2025-01-01,,
202,1041,DEP-1041-S,Stephen,,Johnson,115-95-9649,1980-05-20,F,Spouse,N,ENR-1041-2,System_Admin,2025-01-01,,
202,1042,DEP-1042-C,Lisa,,Taylor,311-80-3983,2009-01-01,M,Child,N,ENR-1042-1,System_Admin,2025-01-01,,
202,1044,DEP-1044-C,Stephen,,Martinez,354-24-5616,2011-01-01,M,Child,N,ENR-1044-2,System_Admin,2025-01-01,,
202,1045,DEP-1045-S,Michelle,,Williams,113-42-8888,1980-05-20,F,Spouse,N,ENR-1045-2,System_Admin,2025-01-01,,
202,1045,DEP-1045-C,Sandra,,Williams,634-88-5066,2014-01-01,M,Child,N,ENR-1045-2,System_Admin,2025-01-01,,
202,1046,DEP-1046-S,Stephen,,Martin,921-43-9548,1980-05-20,F,Spouse,N,ENR-1046-1,System_Admin,2025-01-01,,
202,1046,DEP-1046-C,Lisa,,Martin,139-53-1396,2018-01-01,M,Child,N,ENR-1046-1,System_Admin,2025-01-01,,
202,1047,DEP-1047-C,Sandra,,Taylor,368-25-1643,2009-01-01,M,Child,N,ENR-1047-1,System_Admin,2025-01-01,,
202,1047,DEP-1047-S,Eric,,Taylor,573-19-8325,1980-05-20,F,Spouse,N,ENR-1047-2,System_Admin,2025-01-01,,
202,1048,DEP-1048-S,Stephen,,Taylor,326-53-5715,1980-05-20,F,Spouse,N,ENR-1048-2,System_Admin,2025-01-01,,
303,1053,DEP-1053-C,Eric,,Rodriguez,385-94-5971,2008-01-01,M,Child,N,ENR-1053-1,System_Admin,2025-01-01,,
303,1054,DEP-1054-S,Nicholas,,Anderson,121-11-9975,1980-05-20,F,Spouse,N,ENR-1054-1,System_Admin,2025-01-01,,
303,1055,DEP-1055-C,Lisa,,Thomas,918-87-9493,2018-01-01,M,Child,N,ENR-1055-1,System_Admin,2025-01-01,,
303,1059,DEP-1059-C,Nicholas,,Brown,506-41-1183,2021-01-01,M,Child,N,ENR-1059-1,System_Admin,2025-01-01,,
303,1065,DEP-1065-C,Stephen,,Jackson,315-84-2142,2014-01-01,M,Child,N,ENR-1065-1,System_Admin,2025-01-01,,
303,1068,DEP-1068-C,Sandra,,Brown,595-58-4849,2016-01-01,M,Child,N,ENR-1068-1,System_Admin,2025-01-01,,
303,1069,DEP-1069-S,Stephen,,Martin,223-26-9406,1980-05-20,F,Spouse,N,ENR-1069-1,System_Admin,2025-01-01,,
303,1070,DEP-1070-S,Lisa,,Davis,863-38-9354,1980-05-20,F,Spouse,N,ENR-1070-1,System_Admin,2025-01-01,,
303,1071,DEP-1071-C,Eric,,Taylor,206-35-4847,2020-01-01,M,Child,N,ENR-1071-1,System_Admin,2025-01-01,,
303,1076,DEP-1076-S,Nicholas,,Thomas,437-93-2327,1980-05-20,F,Spouse,N,ENR-1076-1,System_Admin,2025-01-01,,
303,1076,DEP-1076-C,Ryan,,Thomas,543-46-1273,2015-01-01,M,Child,N,ENR-1076-1,System_Admin,2025-01-01,,
303,1080,DEP-1080-S,Sandra,,Martin,774-90-9368,1980-05-20,F,Spouse,N,ENR-1080-1,System_Admin,2025-01-01,,
303,1081,DEP-1081-C,Eric,,Martinez,453-99-9366,2014-01-01,M,Child,N,ENR-1081-1,System_Admin,2025-01-01,,
303,1085,DEP-1085-C,Jennifer,,Jackson,651-66-8034,2022-01-01,M,Child,N,ENR-1085-1,System_Admin,2025-01-01,,
303,1089,DEP-1089-S,Michelle,,Moore,437-28-4923,1980-05-20,F,Spouse,N,ENR-1089-1,System_Admin,2025-01-01,,
303,1090,DEP-1090-S,Stephen,,Miller,556-85-1934,1980-05-20,F,Spouse,N,ENR-1090-1,System_Admin,2025-01-01,,
303,1091,DEP-1091-S,Gary,,Davis,398-46-2656,1980-05-20,F,Spouse,N,ENR-1091-1,System_Admin,2025-01-01,,
303,1095,DEP-1095-S,Nicholas,,Smith,987-72-2642,1980-05-20,F,Spouse,N,ENR-1095-1,System_Admin,2025-01-01,,
303,1099,DEP-1099-C,Michelle,,Thomas,361-95-7386,2015-01-01,M,Child,N,ENR-1099-1,System_Admin,2025-01-01,,
404,1102,DEP-1102-S,Mary,,Jackson,643-54-3852,1980-05-20,F,Spouse,N,ENR-1102-1,System_Admin,2025-01-01,,
404,1103,DEP-1103-C,Gary,,Moore,956-16-4233,2021-01-01,M,Child,N,ENR-1103-2,System_Admin,2025-01-01,,
404,1104,DEP-1104-S,Ryan,,Anderson,467-58-7352,1980-05-20,F,Spouse,N,ENR-1104-2,System_Admin,2025-01-01,,
404,1105,DEP-1105-S,Mary,,Gonzalez,850-31-6441,1980-05-20,F,Spouse,N,ENR-1105-2,System_Admin,2025-01-01,,
404,1105,DEP-1105-C,Gary,,Gonzalez,336-21-9546,2016-01-01,M,Child,N,ENR-1105-2,System_Admin,2025-01-01,,
404,1106,DEP-1106-S,Lisa,,Smith,569-99-5618,1980-05-20,F,Spouse,N,ENR-1106-1,System_Admin,2025-01-01,,
404,1106,DEP-1106-C,Sandra,,Smith,328-98-7013,2021-01-01,M,Child,N,ENR-1106-1,System_Admin,2025-01-01,,
404,1106,DEP-1106-S,Stephen,,Smith,432-82-8011,1980-05-20,F,Spouse,N,ENR-1106-2,System_Admin,2025-01-01,,
404,1107,DEP-1107-C,Eric,,Smith,957-55-6591,2006-01-01,M,Child,N,ENR-1107-1,System_Admin,2025-01-01,,
404,1108,DEP-1108-S,Lisa,,Anderson,708-13-9908,1980-05-20,F,Spouse,N,ENR-1108-1,System_Admin,2025-01-01,,
404,1108,DEP-1108-C,Sandra,,Anderson,338-11-2948,2014-01-01,M,Child,N,ENR-1108-1,System_Admin,2025-01-01,,
404,1108,DEP-1108-S,Eric,,Anderson,731-59-2166,1980-05-20,F,Spouse,N,ENR-1108-2,System_Admin,2025-01-01,,
404,1109,DEP-1109-S,Ryan,,Gonzalez,106-35-7732,1980-05-20,F,Spouse,N,ENR-1109-1,System_Admin,2025-01-01,,
404,1110,DEP-1110-C,Jennifer,,Davis,324-66-2313,2018-01-01,M,Child,N,ENR-1110-1,System_Admin,2025-01-01,,
404,1110,DEP-1110-S,Sandra,,Davis,277-57-2658,1980-05-20,F,Spouse,N,ENR-1110-2,System_Admin,2025-01-01,,
404,1110,DEP-1110-C,Michelle,,Davis,393-50-5272,2016-01-01,M,Child,N,ENR-1110-2,System_Admin,2025-01-01,,
404,1111,DEP-1111-S,Lisa,,Jones,901-49-7076,1980-05-20,F,Spouse,N,ENR-1111-1,System_Admin,2025-01-01,,
404,1111,DEP-1111-C,Michelle,,Jones,254-32-2294,2005-01-01,M,Child,N,ENR-1111-2,System_Admin,2025-01-01,,
404,1112,DEP-1112-S,Ryan,,Taylor,359-97-5330,1980-05-20,F,Spouse,N,ENR-1112-2,System_Admin,2025-01-01,,
404,1113,DEP-1113-S,Stephen,,Gonzalez,604-80-3811,1980-05-20,F,Spouse,N,ENR-1113-2,System_Admin,2025-01-01,,
404,1114,DEP-1114-S,Ryan,,Thomas,612-95-7931,1980-05-20,F,Spouse,N,ENR-1114-2,System_Admin,2025-01-01,,
404,1115,DEP-1115-S,Nicholas,,Taylor,668-73-7128,1980-05-20,F,Spouse,N,ENR-1115-1,System_Admin,2025-01-01,,
404,1117,DEP-1117-S,Stephen,,Martin,226-76-2619,1980-05-20,F,Spouse,N,ENR-1117-1,System_Admin,2025-01-01,,
404,1117,DEP-1117-C,Gary,,Martin,733-86-6081,2012-01-01,M,Child,N,ENR-1117-1,System_Admin,2025-01-01,,
404,1118,DEP-1118-C,Eric,,Wilson,741-23-3723,2010-01-01,M,Child,N,ENR-1118-1,System_Admin,2025-01-01,,
404,1120,DEP-1120-C,Jennifer,,Johnson,121-64-9833,2017-01-01,M,Child,N,ENR-1120-2,System_Admin,2025-01-01,,
404,1123,DEP-1123-C,Gary,,Williams,461-41-6060,2009-01-01,M,Child,N,ENR-1123-1,System_Admin,2025-01-01,,
404,1125,DEP-1125-C,Gary,,Williams,766-88-8259,2020-01-01,M,Child,N,ENR-1125-1,System_Admin,2025-01-01,,
404,1126,DEP-1126-S,Gary,,Martin,236-21-8706,1980-05-20,F,Spouse,N,ENR-1126-2,System_Admin,2025-01-01,,
404,1127,DEP-1127-S,Jennifer,,Gonzalez,977-47-8547,1980-05-20,F,Spouse,N,ENR-1127-1,System_Admin,2025-01-01,,
404,1127,DEP-1127-C,Eric,,Gonzalez,595-66-3940,2005-01-01,M,Child,N,ENR-1127-1,System_Admin,2025-01-01,,
404,1127,DEP-1127-C,Mary,,Gonzalez,920-49-9692,2006-01-01,M,Child,N,ENR-1127-2,System_Admin,2025-01-01,,
404,1128,DEP-1128-C,Michelle,,Moore,849-36-3881,2012-01-01,M,Child,N,ENR-1128-2,System_Admin,2025-01-01,,
404,1129,DEP-1129-C,Michelle,,Taylor,568-56-6694,2012-01-01,M,Child,N,ENR-1129-1,System_Admin,2025-01-01,,
404,1130,DEP-1130-C,Ryan,,Davis,860-98-6985,2019-01-01,M,Child,N,ENR-1130-1,System_Admin,2025-01-01,,
404,1131,DEP-1131-S,Stephen,,Johnson,783-70-7451,1980-05-20,F,Spouse,N,ENR-1131-2,System_Admin,2025-01-01,,
404,1134,DEP-1134-S,Sandra,,Rodriguez,981-33-4251,1980-05-20,F,Spouse,N,ENR-1134-1,System_Admin,2025-01-01,,
404,1134,DEP-1134-C,Lisa,,Rodriguez,667-45-8076,2008-01-01,M,Child,N,ENR-1134-1,System_Admin,2025-01-01,,
404,1134,DEP-1134-C,Nicholas,,Rodriguez,962-82-5604,2013-01-01,M,Child,N,ENR-1134-2,System_Admin,2025-01-01,,
404,1136,DEP-1136-C,Michelle,,Taylor,603-22-3107,2022-01-01,M,Child,N,ENR-1136-2,System_Admin,2025-01-01,,
404,1137,DEP-1137-C,Stephen,,Thomas,856-39-9473,2011-01-01,M,Child,N,ENR-1137-1,System_Admin,2025-01-01,,
404,1138,DEP-1138-C,Ryan,,Davis,363-77-6246,2014-01-01,M,Child,N,ENR-1138-1,System_Admin,2025-01-01,,
404,1138,DEP-1138-C,Lisa,,Davis,173-16-2619,2010-01-01,M,Child,N,ENR-1138-2,System_Admin,2025-01-01,,
404,1140,DEP-1140-C,Sandra,,Smith,877-97-1665,2020-01-01,M,Child,N,ENR-1140-2,System_Admin,2025-01-01,,
404,1141,DEP-1141-S,Eric,,Williams,321-27-6020,1980-05-20,F,Spouse,N,ENR-1141-2,System_Admin,2025-01-01,,
404,1142,DEP-1142-S,Gary,,Davis,324-11-6270,1980-05-20,F,Spouse,N,ENR-1142-2,System_Admin,2025-01-01,,
404,1142,DEP-1142-C,Sandra,,Davis,603-22-9478,2011-01-01,M,Child,N,ENR-1142-2,System_Admin,2025-01-01,,
404,1145,DEP-1145-S,Jennifer,,Lopez,258-39-9103,1980-05-20,F,Spouse,N,ENR-1145-1,System_Admin,2025-01-01,,
404,1147,DEP-1147-C,Gary,,Williams,351-72-6880,2012-01-01,M,Child,N,ENR-1147-2,System_Admin,2025-01-01,,
404,1149,DEP-1149-S,Lisa,,Jackson,462-20-8743,1980-05-20,F,Spouse,N,ENR-1149-1,System_Admin,2025-01-01,,
404,1149,DEP-1149-S,Jennifer,,Jackson,106-20-4400,1980-05-20,F,Spouse,N,ENR-1149-2,System_Admin,2025-01-01,,
