company_code,employee_id,first_name,middle_name,last_name,ssn,date_of_birth,gender,hire_date,termination_date,employment_status,job_title,department,full_time_equivalent,pay_frequency,employment_type_code,email,employee_category,notes,add_name,add_date,modified_by,modified_on
202,1020,Richard,D,Johnson,492-86-5414,1976-11-07,M,2023-10-20,,A,Staff,Operations,1.0,Bi-Weekly,FT,richard.johnson@mailinator.com,Regular,,System_Admin,2025-01-01,,
202,1021,Joseph,,Johnson,792-54-9934,1982-09-02,M,2022-11-20,,A,Staff,Operations,1.0,Bi-Weekly,FT,joseph.johnson@mailinator.com,Regular,,System_Admin,2025-01-01,,
202,1022,Sarah,A,Miller,944-53-1238,1975-08-23,M,2022-08-07,,A,Staff,Operations,1.0,Bi-Weekly,FT,sarah.miller@mailinator.com,Regular,,System_Admin,2025-01-01,,
202,1023,David,B,Davis,379-61-1597,1981-03-31,F,2023-04-02,,A,Staff,Operations,1.0,Bi-Weekly,FT,david.davis@mailinator.com,Regular,,System_Admin,2025-01-01,,
202,1024,David,A,Jones,432-82-7403,2000-04-10,F,2023-08-01,,A,Staff,Operations,1.0,Bi-Weekly,FT,david.jones@mailinator.com,Regular,,System_Admin,2025-01-01,,
202,1025,Robert,A,Lopez,243-81-8630,1983-02-12,F,2025-01-25,,A,Staff,Operations,1.0,Bi-Weekly,FT,robert.lopez@mailinator.com,Regular,,System_Admin,2025-01-01,,
202,1026,James,,Anderson,836-43-5939,1981-03-02,F,2020-09-08,2025-06-01,T,Staff,Operations,1.0,Bi-Weekly,FT,james.anderson@mailinator.com,Regular,,System_Admin,2025-01-01,,
202,1027,Thomas,,Martinez,452-73-2396,1982-05-19,F,2022-10-12,,A,Staff,Operations,1.0,Bi-Weekly,FT,thomas.martinez@mailinator.com,Regular,,System_Admin,2025-01-01,,
202,1028,Robert,D,Johnson,902-73-4737,1987-02-14,F,2023-09-20,,A,Staff,Operations,1.0,Bi-Weekly,FT,robert.johnson@mailinator.com,Regular,,System_Admin,2025-01-01,,
202,1029,John,B,Garcia,145-14-1522,1994-04-03,F,2022-08-28,,A,Staff,Operations,1.0,Bi-Weekly,FT,john.garcia@mailinator.com,Regular,,System_Admin,2025-01-01,,
202,1030,John,C,Martinez,646-41-9892,1995-06-18,F,2020-07-06,2025-02-15,T,Staff,Operations,1.0,Bi-Weekly,FT,john.martinez@mailinator.com,Regular,,System_Admin,2025-01-01,,
202,1031,Karen,D,Miller,864-68-9576,1976-10-14,M,2020-07-06,,A,Staff,Operations,1.0,Bi-Weekly,FT,karen.miller@mailinator.com,Regular,,System_Admin,2025-01-01,,
202,1032,Charles,D,Wilson,436-55-5127,1989-09-06,F,2020-11-20,,A,Staff,Operations,1.0,Bi-Weekly,FT,charles.wilson@mailinator.com,Regular,,System_Admin,2025-01-01,,
202,1033,Sarah,,Hernandez,532-13-4931,1992-02-11,F,2023-04-03,,A,Staff,Operations,1.0,Bi-Weekly,FT,sarah.hernandez@mailinator.com,Regular,,System_Admin,2025-01-01,,
202,1034,Sarah,,Jackson,938-10-4830,1979-01-12,F,2022-04-30,,A,Staff,Operations,1.0,Bi-Weekly,FT,sarah.jackson@mailinator.com,Regular,,System_Admin,2025-01-01,,
202,1035,Karen,D,Hernandez,304-28-1383,1990-03-07,M,2022-08-24,2025-03-26,T,Staff,Operations,1.0,Bi-Weekly,FT,karen.hernandez@mailinator.com,Regular,,System_Admin,2025-01-01,,
202,1036,Michael,,Wilson,360-43-1990,1990-06-11,F,2023-03-20,,A,Staff,Operations,1.0,Bi-Weekly,FT,michael.wilson@mailinator.com,Regular,,System_Admin,2025-01-01,,
202,1037,Michael,B,Hernandez,440-73-5186,1995-08-13,F,2021-05-27,,A,Staff,Operations,1.0,Bi-Weekly,FT,michael.hernandez@mailinator.com,Regular,,System_Admin,2025-01-01,,
202,1038,Michael,C,Garcia,792-86-5989,1991-03-01,M,2023-12-02,,A,Staff,Operations,1.0,Bi-Weekly,FT,michael.garcia@mailinator.com,Regular,,System_Admin,2025-01-01,,
202,1039,Susan,,Brown,610-55-7366,1991-06-27,M,2025-10-20,,A,Staff,Operations,1.0,Bi-Weekly,FT,susan.brown@mailinator.com,Regular,,System_Admin,2025-01-01,,
202,1040,Susan,,Jackson,245-41-4344,1977-05-09,F,2022-05-13,,A,Staff,Operations,1.0,Bi-Weekly,FT,susan.jackson@mailinator.com,Regular,,System_Admin,2025-01-01,,
202,1041,David,C,Johnson,889-70-2107,1984-08-26,F,2021-02-27,,A,Staff,Operations,1.0,Bi-Weekly,FT,david.johnson@mailinator.com,Regular,,System_Admin,2025-01-01,,
202,1042,David,D,Taylor,962-95-6145,1990-09-01,M,2023-05-09,,A,Staff,Operations,1.0,Bi-Weekly,FT,david.taylor@mailinator.com,Regular,,System_Admin,2025-01-01,,
202,1043,David,D,Williams,930-97-4499,1998-11-02,M,2022-09-10,,A,Staff,Operations,1.0,Bi-Weekly,FT,david.williams@mailinator.com,Regular,,System_Admin,2025-01-01,,
202,1044,Thomas,A,Martinez,456-13-8546,1983-02-12,M,2022-01-27,,A,Staff,Operations,1.0,Bi-Weekly,FT,thomas.martinez@mailinator.com,Regular,,System_Admin,2025-01-01,,
202,1045,Susan,C,Williams,834-47-6246,1992-02-06,F,2023-01-02,,A,Staff,Operations,1.0,Bi-Weekly,FT,susan.williams@mailinator.com,Regular,,System_Admin,2025-01-01,,
202,1046,David,,Martin,514-16-1860,1993-03-07,M,2021-10-12,,A,Staff,Operations,1.0,Bi-Weekly,FT,david.martin@mailinator.com,Regular,,System_Admin,2025-01-01,,
202,1047,John,,Taylor,555-51-3880,1995-01-28,M,2022-02-28,2025-04-09,T,Staff,Operations,1.0,Bi-Weekly,FT,john.taylor@mailinator.com,Regular,,System_Admin,2025-01-01,,
202,1048,Jessica,C,Taylor,293-34-8817,1999-05-31,M,2020-12-14,,A,Staff,Operations,1.0,Bi-Weekly,FT,jessica.taylor@mailinator.com,Regular,,System_Admin,2025-01-01,,
202,1049,Barbara,C,Lopez,478-30-5207,1982-05-13,F,2021-10-10,,A,Staff,Operations,1.0,Bi-Weekly,FT,barbara.lopez@mailinator.com,Regular,,System_Admin,2025-01-01,,
202,1050,Joseph,D,Rodriguez,715-58-2121,1982-08-02,F,2021-03-14,2025-08-25,T,Staff,Operations,1.0,Bi-Weekly,FT,joseph.rodriguez@mailinator.com,Regular,,System_Admin,2025-01-01,,
303,1051,Patricia,A,Taylor,609-20-5404,1978-06-04,F,2021-02-14,,A,Staff,Operations,1.0,Bi-Weekly,FT,patricia.taylor@mailinator.com,Regular,,System_Admin,2025-01-01,,
303,1052,Sarah,C,Thomas,623-82-8271,1984-01-01,M,2020-11-20,,A,Staff,Operations,1.0,Bi-Weekly,FT,sarah.thomas@mailinator.com,Regular,,System_Admin,2025-01-01,,
303,1053,Robert,D,Rodriguez,213-32-2456,1983-01-08,F,2021-04-27,,A,Staff,Operations,1.0,Bi-Weekly,FT,robert.rodriguez@mailinator.com,Regular,,System_Admin,2025-01-01,,
303,1054,Sarah,A,Anderson,543-89-4062,1991-01-14,M,2022-03-20,,A,Staff,Operations,1.0,Bi-Weekly,FT,sarah.anderson@mailinator.com,Regular,,System_Admin,2025-01-01,,
303,1055,Jennifer,,Thomas,616-62-1012,1988-09-09,M,2022-02-12,,A,Staff,Operations,1.0,Bi-Weekly,FT,jennifer.thomas@mailinator.com,Regular,,System_Admin,2025-01-01,,
303,1056,James,D,Jackson,367-17-7492,1982-07-07,F,2021-06-08,,A,Staff,Operations,1.0,Bi-Weekly,FT,james.jackson@mailinator.com,Regular,,System_Admin,2025-01-01,,
303,1057,Mary,A,Wilson,568-57-8536,1995-01-17,F,2023-01-07,,A,Staff,Operations,1.0,Bi-Weekly,FT,mary.wilson@mailinator.com,Regular,,System_Admin,2025-01-01,,
303,1058,Robert,C,Davis,970-77-3088,1993-06-15,M,2022-06-20,,A,Staff,Operations,1.0,Bi-Weekly,FT,robert.davis@mailinator.com,Regular,,System_Admin,2025-01-01,,
303,1059,John,C,Brown,283-48-4326,1996-06-26,M,2023-10-13,,A,Staff,Operations,1.0,Bi-Weekly,FT,john.brown@mailinator.com,Regular,,System_Admin,2025-01-01,,
303,1060,Jessica,B,Moore,705-31-3159,1999-07-27,F,2022-11-02,,A,Staff,Operations,1.0,Bi-Weekly,FT,jessica.moore@mailinator.com,Regular,,System_Admin,2025-01-01,,
303,1061,Sarah,D,Wilson,273-89-9586,1975-11-29,F,2020-07-14,,A,Staff,Operations,1.0,Bi-Weekly,FT,sarah.wilson@mailinator.com,Regular,,System_Admin,2025-01-01,,
303,1062,Linda,D,Rodriguez,758-11-4784,2000-07-18,M,2021-12-03,,A,Staff,Operations,1.0,Bi-Weekly,FT,linda.rodriguez@mailinator.com,Regular,,System_Admin,2025-01-01,,
303,1063,Jessica,B,Thomas,706-29-1902,1991-12-31,M,2023-12-23,,A,Staff,Operations,1.0,Bi-Weekly,FT,jessica.thomas@mailinator.com,Regular,,System_Admin,2025-01-01,,
303,1064,James,D,Wilson,969-97-3995,1998-09-13,F,2020-03-15,,A,Staff,Operations,1.0,Bi-Weekly,FT,james.wilson@mailinator.com,Regular,,System_Admin,2025-01-01,,
303,1065,Richard,B,Jackson,614-72-4757,1976-11-15,M,2022-02-23,,A,Staff,Operations,1.0,Bi-Weekly,FT,richard.jackson@mailinator.com,Regular,,System_Admin,2025-01-01,,
303,1066,Jessica,A,Lopez,579-37-2220,1977-04-23,F,2022-01-06,,A,Staff,Operations,1.0,Bi-Weekly,FT,jessica.lopez@mailinator.com,Regular,,System_Admin,2025-01-01,,
303,1067,Elizabeth,D,Martin,290-93-3601,1983-02-11,M,2021-11-03,,A,Staff,Operations,1.0,Bi-Weekly,FT,elizabeth.martin@mailinator.com,Regular,,System_Admin,2025-01-01,,
303,1068,Michael,D,Brown,891-34-1560,1979-05-24,M,2022-06-02,,A,Staff,Operations,1.0,Bi-Weekly,FT,michael.brown@mailinator.com,Regular,,System_Admin,2025-01-01,,
303,1069,Sarah,,Martin,626-41-7443,1976-05-26,F,2020-02-26,,A,Staff,Operations,1.0,Bi-Weekly,FT,sarah.martin@mailinator.com,Regular,,System_Admin,2025-01-01,,
303,1070,Jennifer,A,Davis,190-85-7720,1988-04-18,M,2021-02-07,,A,Staff,Operations,1.0,Bi-Weekly,FT,jennifer.davis@mailinator.com,Regular,,System_Admin,2025-01-01,,
303,1071,David,C,Taylor,248-89-9074,1982-10-20,M,2020-08-01,,A,Staff,Operations,1.0,Bi-Weekly,FT,david.taylor@mailinator.com,Regular,,System_Admin,2025-01-01,,
303,1072,Jessica,B,Wilson,389-74-8840,1988-12-26,M,2020-09-23,,A,Staff,Operations,1.0,Bi-Weekly,FT,jessica.wilson@mailinator.com,Regular,,System_Admin,2025-01-01,,
303,1073,Sarah,,Moore,546-33-1887,2000-09-14,F,2023-07-12,,A,Staff,Operations,1.0,Bi-Weekly,FT,sarah.moore@mailinator.com,Regular,,System_Admin,2025-01-01,,
303,1074,Karen,D,Wilson,167-98-7397,1995-12-16,M,2022-10-22,,A,Staff,Operations,1.0,Bi-Weekly,FT,karen.wilson@mailinator.com,Regular,,System_Admin,2025-01-01,,
303,1075,Linda,,Rodriguez,625-98-8788,1981-02-07,F,2023-08-14,,A,Staff,Operations,1.0,Bi-Weekly,FT,linda.rodriguez@mailinator.com,Regular,,System_Admin,2025-01-01,,
303,1076,James,D,Thomas,720-60-3973,1981-11-03,F,2020-09-20,,A,Staff,Operations,1.0,Bi-Weekly,FT,james.thomas@mailinator.com,Regular,,System_Admin,2025-01-01,,
303,1077,Sarah,D,Hernandez,391-29-6169,2000-07-14,F,2020-09-18,,A,Staff,Operations,1.0,Bi-Weekly,FT,sarah.hernandez@mailinator.com,Regular,,System_Admin,2025-01-01,,
303,1078,Jessica,A,Rodriguez,352-94-5885,1984-04-30,F,2022-08-19,,A,Staff,Operations,1.0,Bi-Weekly,FT,jessica.rodriguez@mailinator.com,Regular,,System_Admin,2025-01-01,,
303,1079,Mary,D,Lopez,101-98-6337,1987-08-04,F,2021-03-25,,A,Staff,Operations,1.0,Bi-Weekly,FT,mary.lopez@mailinator.com,Regular,,System_Admin,2025-01-01,,
303,1080,William,B,Martin,501-86-8183,1994-04-23,M,2025-03-31,,A,Staff,Operations,1.0,Bi-Weekly,FT,william.martin@mailinator.com,Regular,,System_Admin,2025-01-01,,
303,1081,David,B,Martinez,594-85-2715,1983-04-01,M,2021-02-10,,A,Staff,Operations,1.0,Bi-Weekly,FT,david.martinez@mailinator.com,Regular,,System_Admin,2025-01-01,,
303,1082,John,A,Jones,767-43-9870,1995-01-23,F,2022-04-29,,A,Staff,Operations,1.0,Bi-Weekly,FT,john.jones@mailinator.com,Regular,,System_Admin,2025-01-01,,
303,1083,Sarah,D,Martinez,814-60-6769,1993-01-24,M,2023-10-30,,A,Staff,Operations,1.0,Bi-Weekly,FT,sarah.martinez@mailinator.com,Regular,,System_Admin,2025-01-01,,
303,1084,David,C,Davis,652-54-1279,1996-11-30,M,2023-07-01,,A,Staff,Operations,1.0,Bi-Weekly,FT,david.davis@mailinator.com,Regular,,System_Admin,2025-01-01,,
303,1085,William,C,Jackson,870-69-3009,1998-01-08,F,2021-05-09,,A,Staff,Operations,1.0,Bi-Weekly,FT,william.jackson@mailinator.com,Regular,,System_Admin,2025-01-01,,
303,1086,Charles,,Lopez,705-46-6568,1985-01-19,F,2021-01-30,,A,Staff,Operations,1.0,Bi-Weekly,FT,charles.lopez@mailinator.com,Regular,,System_Admin,2025-01-01,,
303,1087,Charles,A,Moore,596-70-3282,1975-01-08,M,2023-11-22,,A,Staff,Operations,1.0,Bi-Weekly,FT,charles.moore@mailinator.com,Regular,,System_Admin,2025-01-01,,
303,1088,Charles,D,Wilson,680-24-8894,1978-04-24,F,2020-12-09,,A,Staff,Operations,1.0,Bi-Weekly,FT,charles.wilson@mailinator.com,Regular,,System_Admin,2025-01-01,,
303,1089,David,D,Moore,920-48-4803,1991-10-11,M,2023-10-18,,A,Staff,Operations,1.0,Bi-Weekly,FT,david.moore@mailinator.com,Regular,,System_Admin,2025-01-01,,
303,1090,Susan,,Miller,351-62-2159,1980-09-13,F,2021-07-22,,A,Staff,Operations,1.0,Bi-Weekly,FT,susan.miller@mailinator.com,Regular,,System_Admin,2025-01-01,,
303,1091,James,C,Davis,895-46-5159,1997-08-27,F,2022-10-07,,A,Staff,Operations,1.0,Bi-Weekly,FT,james.davis@mailinator.com,Regular,,System_Admin,2025-01-01,,
303,1092,Jessica,A,Brown,102-67-9774,1992-08-28,F,2023-06-13,,A,Staff,Operations,1.0,Bi-Weekly,FT,jessica.brown@mailinator.com,Regular,,System_Admin,2025-01-01,,
303,1093,John,B,Johnson,557-61-6948,1994-01-29,F,2023-04-16,,A,Staff,Operations,1.0,Bi-Weekly,FT,john.johnson@mailinator.com,Regular,,System_Admin,2025-01-01,,
303,1094,Barbara,B,Taylor,528-83-1440,1980-09-02,M,2020-10-29,2025-01-17,T,Staff,Operations,1.0,Bi-Weekly,FT,barbara.taylor@mailinator.com,Regular,,System_Admin,2025-01-01,,
303,1095,Michael,D,Smith,195-81-2213,1992-02-13,M,2020-01-24,,A,Staff,Operations,1.0,Bi-Weekly,FT,michael.smith@mailinator.com,Regular,,System_Admin,2025-01-01,,
303,1096,Jessica,B,Johnson,304-11-8672,1981-12-14,M,2021-05-23,2025-05-31,T,Staff,Operations,1.0,Bi-Weekly,FT,jessica.johnson@mailinator.com,Regular,,System_Admin,2025-01-01,,
303,1097,Susan,D,Gonzalez,358-26-9436,1996-12-10,M,2022-01-01,,A,Staff,Operations,1.0,Bi-Weekly,FT,susan.gonzalez@mailinator.com,Regular,,System_Admin,2025-01-01,,
303,1098,Patricia,D,Anderson,888-72-5075,1976-01-07,F,2025-12-21,,A,Staff,Operations,1.0,Bi-Weekly,FT,patricia.anderson@mailinator.com,Regular,,System_Admin,2025-01-01,,
303,1099,David,C,Thomas,591-97-3247,1975-11-10,M,2022-08-02,,A,Staff,Operations,1.0,Bi-Weekly,FT,david.thomas@mailinator.com,Regular,,System_Admin,2025-01-01,,
303,1100,Sarah,,Lopez,400-88-7757,1992-02-04,F,2020-04-19,,A,Staff,Operations,1.0,Bi-Weekly,FT,sarah.lopez@mailinator.com,Regular,,System_Admin,2025-01-01,,
404,1101,Sarah,,Jackson,395-25-6523,1995-05-17,M,2023-11-23,,A,Staff,Operations,1.0,Bi-Weekly,FT,sarah.jackson@mailinator.com,Regular,,System_Admin,2025-01-01,,
404,1102,Michael,A,Jackson,345-13-3924,1981-02-05,F,2021-07-27,,A,Staff,Operations,1.0,Bi-Weekly,FT,michael.jackson@mailinator.com,Regular,,System_Admin,2025-01-01,,
404,1103,Michael,D,Moore,485-27-2552,1978-06-09,M,2020-06-28,,A,Staff,Operations,1.0,Bi-Weekly,FT,michael.moore@mailinator.com,Regular,,System_Admin,2025-01-01,,
404,1104,Jennifer,,Anderson,250-36-2047,1986-03-05,M,2020-05-08,,A,Staff,Operations,1.0,Bi-Weekly,FT,jennifer.anderson@mailinator.com,Regular,,System_Admin,2025-01-01,,
404,1105,Susan,C,Gonzalez,900-98-7090,1986-12-27,F,2021-12-12,,A,Staff,Operations,1.0,Bi-Weekly,FT,susan.gonzalez@mailinator.com,Regular,,System_Admin,2025-01-01,,
404,1106,William,C,Smith,478-92-9791,1978-01-26,F,2021-05-13,,A,Staff,Operations,1.0,Bi-Weekly,FT,william.smith@mailinator.com,Regular,,System_Admin,2025-01-01,,
404,1107,Joseph,D,Smith,300-20-2370,1988-07-04,F,2021-10-14,,A,Staff,Operations,1.0,Bi-Weekly,FT,joseph.smith@mailinator.com,Regular,,System_Admin,2025-01-01,,
404,1108,Jessica,,Anderson,659-28-4276,2000-12-27,M,2020-07-15,,A,Staff,Operations,1.0,Bi-Weekly,FT,jessica.anderson@mailinator.com,Regular,,System_Admin,2025-01-01,,
404,1109,William,A,Gonzalez,780-89-8115,1989-05-04,M,2021-01-14,2025-08-28,T,Staff,Operations,1.0,Bi-Weekly,FT,william.gonzalez@mailinator.com,Regular,,System_Admin,2025-01-01,,
404,1110,Mary,D,Davis,123-23-1700,1981-06-16,M,2022-08-31,,A,Staff,Operations,1.0,Bi-Weekly,FT,mary.davis@mailinator.com,Regular,,System_Admin,2025-01-01,,
404,1111,Elizabeth,D,Jones,825-38-6746,1999-03-24,M,2022-09-21,,A,Staff,Operations,1.0,Bi-Weekly,FT,elizabeth.jones@mailinator.com,Regular,,System_Admin,2025-01-01,,
404,1112,Patricia,,Taylor,628-25-3925,1993-07-23,M,2022-09-14,,A,Staff,Operations,1.0,Bi-Weekly,FT,patricia.taylor@mailinator.com,Regular,,System_Admin,2025-01-01,,
404,1113,Patricia,C,Gonzalez,463-37-1187,1993-05-15,F,2021-12-22,,A,Staff,Operations,1.0,Bi-Weekly,FT,patricia.gonzalez@mailinator.com,Regular,,System_Admin,2025-01-01,,
404,1114,Sarah,D,Thomas,382-48-2319,1989-08-14,M,2023-05-07,,A,Staff,Operations,1.0,Bi-Weekly,FT,sarah.thomas@mailinator.com,Regular,,System_Admin,2025-01-01,,
404,1115,Barbara,B,Taylor,335-33-2119,1976-01-31,M,2022-10-31,,A,Staff,Operations,1.0,Bi-Weekly,FT,barbara.taylor@mailinator.com,Regular,,System_Admin,2025-01-01,,
404,1116,Karen,D,Moore,708-98-2402,1984-08-20,F,2021-01-10,,A,Staff,Operations,1.0,Bi-Weekly,FT,karen.moore@mailinator.com,Regular,,System_Admin,2025-01-01,,
404,1117,Elizabeth,,Martin,540-86-6405,1981-11-09,M,2023-07-09,,A,Staff,Operations,1.0,Bi-Weekly,FT,elizabeth.martin@mailinator.com,Regular,,System_Admin,2025-01-01,,
404,1118,Barbara,B,Wilson,462-77-8097,1983-12-25,F,2020-10-17,,A,Staff,Operations,1.0,Bi-Weekly,FT,barbara.wilson@mailinator.com,Regular,,System_Admin,2025-01-01,,
404,1119,Richard,,Davis,149-85-1147,1984-03-09,M,2021-01-28,,A,Staff,Operations,1.0,Bi-Weekly,FT,richard.davis@mailinator.com,Regular,,System_Admin,2025-01-01,,
404,1120,Jessica,A,Johnson,726-12-9236,1976-06-14,M,2023-03-13,,A,Staff,Operations,1.0,Bi-Weekly,FT,jessica.johnson@mailinator.com,Regular,,System_Admin,2025-01-01,,
404,1121,Elizabeth,D,Smith,921-45-4511,1979-07-23,M,2023-09-22,,A,Staff,Operations,1.0,Bi-Weekly,FT,elizabeth.smith@mailinator.com,Regular,,System_Admin,2025-01-01,,
404,1122,Barbara,,Moore,764-10-3172,1979-10-28,M,2022-10-13,,A,Staff,Operations,1.0,Bi-Weekly,FT,barbara.moore@mailinator.com,Regular,,System_Admin,2025-01-01,,
404,1123,Thomas,,Williams,820-80-8935,2000-11-17,F,2021-05-01,,A,Staff,Operations,1.0,Bi-Weekly,FT,thomas.williams@mailinator.com,Regular,,System_Admin,2025-01-01,,
404,1124,James,B,Johnson,712-24-2839,1984-03-01,F,2021-06-27,2025-03-05,T,Staff,Operations,1.0,Bi-Weekly,FT,james.johnson@mailinator.com,Regular,,System_Admin,2025-01-01,,
404,1125,Barbara,D,Williams,153-81-1505,1989-03-31,F,2022-08-24,,A,Staff,Operations,1.0,Bi-Weekly,FT,barbara.williams@mailinator.com,Regular,,System_Admin,2025-01-01,,
404,1126,Jennifer,D,Martin,570-75-4266,1980-09-30,M,2023-06-27,,A,Staff,Operations,1.0,Bi-Weekly,FT,jennifer.martin@mailinator.com,Regular,,System_Admin,2025-01-01,,
404,1127,Jennifer,C,Gonzalez,948-24-2084,1988-10-31,M,2020-01-27,,A,Staff,Operations,1.0,Bi-Weekly,FT,jennifer.gonzalez@mailinator.com,Regular,,System_Admin,2025-01-01,,
404,1128,James,A,Moore,100-64-5344,1993-11-15,F,2021-07-22,2025-12-13,T,Staff,Operations,1.0,Bi-Weekly,FT,james.moore@mailinator.com,Regular,,System_Admin,2025-01-01,,
404,1129,Michael,B,Taylor,585-62-2332,1989-09-08,M,2021-05-29,,A,Staff,Operations,1.0,Bi-Weekly,FT,michael.taylor@mailinator.com,Regular,,System_Admin,2025-01-01,,
404,1130,Joseph,A,Davis,840-26-6661,1979-01-04,M,2022-01-14,,A,Staff,Operations,1.0,Bi-Weekly,FT,joseph.davis@mailinator.com,Regular,,System_Admin,2025-01-01,,
404,1131,James,A,Johnson,781-15-3596,2000-04-17,F,2022-09-22,2025-12-12,T,Staff,Operations,1.0,Bi-Weekly,FT,james.johnson@mailinator.com,Regular,,System_Admin,2025-01-01,,
404,1132,Sarah,,Smith,730-99-8880,1975-07-19,F,2020-09-26,,A,Staff,Operations,1.0,Bi-Weekly,FT,sarah.smith@mailinator.com,Regular,,System_Admin,2025-01-01,,
404,1133,Linda,B,Martin,801-72-5172,1991-12-13,M,2022-02-15,,A,Staff,Operations,1.0,Bi-Weekly,FT,linda.martin@mailinator.com,Regular,,System_Admin,2025-01-01,,
404,1134,Elizabeth,B,Rodriguez,579-82-1552,1992-03-02,F,2021-06-12,,A,Staff,Operations,1.0,Bi-Weekly,FT,elizabeth.rodriguez@mailinator.com,Regular,,System_Admin,2025-01-01,,
404,1135,James,D,Thomas,925-23-7825,1986-10-19,M,2025-01-24,,A,Staff,Operations,1.0,Bi-Weekly,FT,james.thomas@mailinator.com,Regular,,System_Admin,2025-01-01,,
404,1136,Karen,,Taylor,508-55-1408,1998-06-28,M,2022-01-13,,A,Staff,Operations,1.0,Bi-Weekly,FT,karen.taylor@mailinator.com,Regular,,System_Admin,2025-01-01,,
404,1137,Joseph,D,Thomas,379-91-6821,1979-02-16,F,2020-04-17,,A,Staff,Operations,1.0,Bi-Weekly,FT,joseph.thomas@mailinator.com,Regular,,System_Admin,2025-01-01,,
